@relation BinaryFileDataset

@attribute a_1 numeric
@attribute a_2 numeric
@attribute a_3 numeric
@attribute a_4 numeric
@attribute a_5 numeric
@attribute a_6 numeric
@attribute a_7 numeric
@attribute a_8 numeric
@attribute a_9 numeric
@attribute a_10 numeric
@attribute a_11 numeric
@attribute a_12 numeric
@attribute a_13 numeric
@attribute a_14 numeric
@attribute a_15 numeric
@attribute klasa {jpg,png,exe,pdf,dll,zip}

@data
4000,7.751866,0.88125,0.013,0.3475,0.01325,0,118.718,87.432,75.306,135.97,138.972,139.502,135.418,130.874,png
4000,7.950534,1.00275,0.004,0.37225,0.004,0,126.192,124.622,124.696,133.672,128.172,121.45,127.554,126.994,exe
4000,2.242651,0.08375,0,0.2145,0.55525,0,66.826,112.664,26.908,1.53,9.302,22.046,22.146,14.286,exe
4000,2.1245,0.14925,0.00025,0.05375,0.70325,0,47.812,11.148,47.4,25.794,73.19,80.164,83.21,83.434,exe
4000,5.360092,0.5345,0.002,0.57325,0.261,0,65.284,22.126,65.354,78.986,84.392,87.298,84.512,88.118,exe
4000,4.303576,0.23975,0,0.902,0.098,0,94.54,95.6,93.548,92.418,93.932,95.396,95.536,95.874,exe
4000,2.136258,0.1765,0.00125,0.1045,0.7215,0,19.726,19.582,26.428,34.924,40.254,22.596,12.718,13.416,exe
4000,6.358642,0.686,0.01325,0.31075,0.11725,0,77.918,117.916,105.684,117.822,86.738,95.376,88.996,93.742,exe
4000,0.37384,0.011,0,0,0.952,0,26.912,26.912,26.912,0,0,0,0,0,exe
4000,2.656009,0.25725,0.001,0.11625,0.7165,0,39.926,37.298,24.132,49.588,3.238,0,0,0,exe
4000,6.283581,0.6125,0.0045,0.34575,0.108,0,110.806,129.492,117.7,124.8,102.438,112.08,101.9,111.436,exe
4000,4.106198,0.3585,0.00875,0.13175,0.4995,0,60.116,29.896,36.174,38.616,31.154,51.9,79.338,45.534,exe
4000,5.079351,0.44325,0.0075,0.3515,0.2105,0,72.782,74.532,70.112,81.994,80.908,80.202,84.108,82.804,exe
4000,2.326598,0.05275,0.00025,0.107,0.46525,0,156.568,147.484,167.786,133.994,101.608,16.162,35.608,161.248,exe
4000,6.043777,0.60425,0.00675,0.3285,0.13175,0,96.638,105.428,96.832,91.26,109.75,98.636,100.982,92.744,exe
4000,6.336495,0.5355,0.01175,0.3485,0.1295,0,83.508,115.886,125.104,98.134,111.504,106.928,107.32,102.486,exe
4000,5.16373,0.25725,0.00025,0.24975,0.15025,0,119.15,112.858,111.716,109.318,114.544,114.568,115.378,114.1,exe
4000,6.070215,0.55675,0.003,0.3115,0.16525,0,84.24,76.822,88.952,111.522,107.596,102.144,104.496,100.438,exe
4000,6.021603,0.541,0.01225,0.431,0.092,0,114.3,111.726,95.62,95.548,86.288,91.602,92.052,97.746,exe
4000,5.391719,0.483,0.008,0.427,0.157,0,87.968,93.166,87.756,87.432,79.316,90.234,83.72,85.942,exe
4000,6.30744,0.689,0.006,0.31025,0.11175,0,99.748,95.176,101.854,95.032,96.508,93.412,107.812,103.412,exe
4000,6.101863,0.58425,0.00725,0.4235,0.08425,0,94.564,95.13,105.038,110.464,98.826,93.474,93.538,91.206,exe
4000,6.245669,0.5875,0.00725,0.40625,0.0685,0,120.082,99.918,102.018,102.416,109.53,118.148,109.384,111.874,exe
4000,4.230594,0.23825,0,0.841,0.159,0,89.274,87.888,85.696,85.762,87.964,89.946,89.344,89.378,exe
4000,6.118853,0.59075,0.0065,0.37125,0.11725,0,98.308,95.034,96.078,100.31,105.862,99.206,95.91,105.23,exe
4000,5.825536,0.489,0.01125,0.37675,0.07025,0,94.16,110.726,111.912,104.108,104.344,101.358,89.566,91.184,exe
4000,3.449942,0.32625,0.00925,0.2385,0.62925,0,45.374,14.066,1.458,36.916,44.608,19.03,27.874,65.492,exe
4000,1.794845,0.026,0,0.04225,0.438,0,148.03,162.278,115.87,174.478,102.882,146.02,116.048,114.898,exe
4000,6.378039,0.698,0.0095,0.375,0.10575,0,103.684,104.77,100.838,101.476,101.782,105.536,102.294,108.806,exe
4000,5.264285,0.42875,0.01875,0.40575,0.1515,0,99.402,93.598,97.192,84.888,75.546,86.682,96.882,87.888,exe
4000,6.283581,0.6125,0.0045,0.34575,0.108,0,110.806,129.492,117.7,124.8,102.438,112.08,101.9,111.436,exe
4000,6.392038,0.6925,0.01325,0.38875,0.08475,0,99.658,102.826,103.096,105.26,102.04,84.672,108.622,89.942,exe
4000,6.448181,0.6955,0.0105,0.34975,0.09025,0,112.388,105.04,113.8,112.186,131.316,104.458,101.452,109.394,exe
4000,3.723062,0.217,0.00575,0.204,0.379,0,38.004,39.18,40.058,42.72,45.012,45.89,47.9,49.24,exe
4000,3.153208,0.0485,0,0.1705,0.216,0,162.454,119.638,150.952,131.874,127.008,140.462,122.054,156.664,exe
4000,4.230594,0.23825,0,0.841,0.159,0,89.274,87.888,85.696,85.762,87.964,89.946,89.344,89.378,exe
4000,6.44389,0.61825,0.004,0.3635,0.11225,0,107.31,105.318,110.468,89.818,88.78,96.532,105.622,101.174,exe
4000,4.311751,0.4205,0.00125,0.30075,0.36575,0,27.242,30.366,27.966,29.138,29.66,28.226,29.35,31.294,exe
4000,2.59449,0.08325,0,0.08225,0.182,0,182.218,169.974,178.752,201.51,196.914,140.682,136.746,111.186,exe
4000,6.140972,0.62425,0.009,0.28975,0.15275,0,85.14,111.556,86.308,103.586,106.842,97.812,103.544,92.642,exe
4000,6.310841,0.67875,0.00825,0.37525,0.134,0,90.998,90.896,85.866,77.706,92.804,92.752,98.694,92.26,exe
4000,6.395558,0.61225,0.00525,0.3725,0.0875,0,124.264,100.61,104.918,94.694,116.322,95.248,89.548,92.072,exe
4000,0,0.00675,0,0,1,0,0,0,0,0,0,0,0,0,exe
4000,4.183039,0.332,0,0.812,0.188,0,83.378,84.768,85.182,86.772,84.222,84.606,89.544,81.43,exe
4000,7.273213,0.68975,0.01175,0.50675,0.0245,0,86.588,89.406,94.672,73.518,118.662,89.28,74.462,70.108,exe
4000,5.63185,0.56375,0.00875,0.34925,0.187,0,97.14,101.43,91.198,93.748,71.398,75.72,73.624,90.186,exe
4000,5.828875,0.454,0.0045,0.3285,0.1105,0,95.768,83.296,83.224,99.172,105.554,105.208,102.022,107.934,exe
4000,4.365535,0.478,0.00125,0.3015,0.503,0,44.77,44.678,40.326,36.698,29.058,26.986,22.89,65.382,exe
4000,4.268863,0.40425,0.019,0.55425,0.39375,0,74.142,85.538,44.78,42.948,58.36,37.476,49.764,59.064,exe
4000,2.023407,0.07775,0.00025,0.19125,0.6055,0,76.288,67.594,116.13,27.108,1.53,9.18,24.756,22.054,exe
4000,0.513736,0.0425,0.00025,0.00725,0.938,0,0,0,0,0,59.902,21.986,0,3.032,exe
4000,6.571553,0.60125,0.00875,0.3785,0.0645,0,118.142,109.228,130.868,111.978,114.854,98.766,102.136,107.436,exe
4000,5.720101,0.3755,0.00225,0.33775,0.0725,0,98.336,98.764,99.406,102.39,98.598,109.72,101.906,101.254,exe
4000,1.911586,0.10725,0.00175,0.27875,0.61575,0,62.742,0,1.53,0,8.984,30.884,29.22,24.338,exe
4000,5.520018,0.53975,0.01125,0.29825,0.26625,0,84.06,101.374,100.696,107.566,113.766,112.19,43.522,25.58,exe
4000,2.832144,0.04425,0,0.19425,0.18,0,180.192,171.364,140.126,147.882,142.98,155.224,160.258,147.306,exe
4000,6.242778,0.626,0.0065,0.386,0.0865,0,100.282,103.092,100.88,109.854,100.766,109.974,102.372,109.492,exe
4000,3.250808,0.34525,0.0055,0.243,0.63675,0,30.126,38.404,36.864,45.612,27.028,54.332,65.1,35.124,exe
4000,3.36371,0.28875,0.00175,0.062,0.5855,0,80.182,63.14,0,37.324,52.944,0,33.332,76.548,exe
4000,3.364572,0.28875,0.02275,0.44025,0.54275,0,47.602,45.546,46.318,48.476,45.252,41.668,43.488,44.422,exe
4000,3.969531,0.24875,0.01225,0.3795,0.46875,0,44.434,51.76,44.482,44.324,49.284,39.574,40.196,36.446,exe
4000,3.409568,0.12675,0,0.0335,0.341,0,165.38,143.816,164.472,148.886,75.006,69.83,200.2,137.114,exe
4000,6.271612,0.6385,0.0095,0.41775,0.102,0,90.856,99.774,103.322,97.428,102.706,102.442,97.81,87.33,exe
4000,5.985937,0.427,0.0065,0.3615,0.07725,0,98.304,111.426,100.786,101.896,98.312,101.736,98.27,114.134,exe
4000,6.065904,0.637,0.01225,0.38125,0.13875,0,85.016,97.772,88.662,88.922,91.502,88.07,92.396,86.308,exe
4000,6.34702,0.70175,0.01,0.36875,0.09825,0,90.966,100.008,100.686,92.138,102.03,100.084,96.72,97.516,exe
4000,3.042931,0.2925,0.00625,0.2355,0.6245,0,17.064,18.89,16.486,17.318,24.358,26.604,26.586,27.248,exe
4000,6.183205,0.50725,0.00925,0.39025,0.07625,0,114.51,109.158,107.964,108.546,110.474,109.8,116.754,114.604,exe
4000,3.728557,0.3085,0.0155,0.30525,0.44625,0,42.74,27.66,29.132,40.16,41.972,58.252,38.208,38.684,exe
4000,2.59449,0.08325,0,0.08225,0.182,0,182.218,169.974,178.752,201.51,196.914,140.682,136.746,111.186,exe
4000,1.430115,0.0145,0,0.109,0.673,0,53.802,55.998,66.978,53.802,63.684,57.096,63.684,63.684,exe
4000,5.918443,0.62025,0.00625,0.31775,0.16325,0,80.314,87.382,90.21,92.828,91.546,99.02,98.804,101.946,exe
4000,4.545898,0.3795,0.00075,0.167,0.4865,0,81.778,28.312,0,0,57.482,125.392,139.07,142.218,exe
4000,3.069988,0.2995,0.01075,0.22375,0.63975,0,30.87,32.532,16.658,50.646,58.57,40.948,15.922,8.972,exe
4000,6.251306,0.644,0.0115,0.37275,0.0705,0,86.046,108.638,105.92,102.496,105.528,101.26,103.35,94.994,exe
4000,5.865414,0.5735,0.00825,0.31175,0.15325,0,112.02,108.888,100.65,103.754,91.204,69.806,68.234,66.622,exe
4000,6.549354,0.7375,0.009,0.38975,0.08675,0,100.078,104.698,96.992,91.918,101.894,104.506,101.632,117.482,exe
4000,3.203466,0.11975,0.001,0.02325,0.37975,0,47.886,158.054,107.794,167.024,152.548,154.338,67.442,166.878,exe
4000,6.427423,0.591,0.00375,0.35075,0.113,0,101.568,104.78,109.754,110.63,108.79,95.88,84.008,99.25,exe
4000,7.3016,0.7125,0.01125,0.4965,0.0285,0,96.84,97.718,79.81,89.942,104.338,85.26,93.502,68.29,exe
4000,5.55841,0.40775,0.001,0.2785,0.035,0,143.524,151.118,148.994,147.57,148.682,149.272,147.936,144.548,exe
4000,1.716809,0.0705,0.002,0.09825,0.684,0,58.304,80.85,69.41,19.648,58.584,19.552,70.344,55.552,exe
4000,6.036625,0.5265,0.00725,0.36675,0.16625,0,94.958,93.89,85.426,81.898,97.14,92.808,85.364,95.938,exe
4000,0,0.00675,0,0,1,0,0,0,0,0,0,0,0,0,exe
4000,6.140338,0.60725,0.0125,0.428,0.07475,0,89.656,90.904,89.254,98.634,96.326,99.732,101.932,103.792,exe
4000,6.228113,0.53775,0.0135,0.398,0.0645,0,138.658,136.108,87.488,109.524,104.242,88.606,119.082,107.928,exe
4000,6.425397,0.69825,0.00425,0.3265,0.09,0,118.172,118.118,110.276,107.48,113.328,117.43,105.318,125.748,exe
4000,3.159667,0.31625,0.0215,0.43925,0.56075,0,39.416,44.436,43.004,45.188,43.198,37.208,44.874,44.424,exe
4000,2.435449,0.063,0,0.126,0.187,0,8.54,192.398,220.194,200.726,220.072,191.768,216.68,197.698,exe
4000,6.14088,0.3115,0.005,0.3735,0.10625,0,98.85,97.974,97.732,99.952,99.142,101.368,100.184,98.116,exe
4000,6.155523,0.51525,0.003,0.373,0.08175,0,104.818,103.626,96.632,92.664,101.498,98.648,101.314,95.988,exe
4000,6.321574,0.68175,0.0085,0.351,0.096,0,109.968,108.688,101.546,106.748,105.692,103.778,98.458,108.572,exe
4000,1.920274,0.042,0.0005,0.046,0.64525,0,2.758,33.87,64.942,0,54.196,127.046,133.046,129.658,exe
4000,3.470029,0.35225,0.01125,0.18775,0.59025,0,51.41,22.558,24.87,27.456,39.358,71.826,22.904,27.17,exe
4000,2.744092,0.2855,0.00625,0.19875,0.718,0,31.714,50.336,23.136,20.258,11.9,41.28,35.69,0,exe
4000,6.308158,0.599,0.012,0.40675,0.082,0,109.116,107.792,103.714,98.34,97.322,110.352,102.668,101.05,exe
4000,5.940719,0.51725,0.0085,0.348,0.0955,0,103.096,96.602,74.644,104.302,96.166,100.78,104.638,96.812,exe
4000,2.071219,0.04625,0,0.002,0.366,0,225.216,92.27,232.46,80.134,234.942,72.568,237.314,64.916,exe
4000,6.252963,0.63625,0.0065,0.382,0.10775,0,92.24,92.122,114.008,100.116,97.822,96.482,101.458,99.456,exe
4000,7.48526,0.778,0.01175,0.4765,0.02425,0,81.76,111.306,79,97.528,64.978,113.06,96.166,124.402,exe
4000,7.906308,0.99725,0.0095,0.4375,0.00275,0,129.012,109.872,106.972,123.956,121.346,122.73,120.74,129.858,pdf
4000,7.92791,0.99675,0.0025,0.37525,0.00225,0,139.108,136.142,118.568,134.42,131.168,127.926,123.846,127.402,pdf
4000,7.923466,1.00275,0.00375,0.3725,0.0025,0,123.182,130.758,129.932,124.684,136.484,129.086,123.974,127.18,pdf
4000,7.869605,0.9655,0.01225,0.427,0.00225,0,135.09,135.918,135.038,135.298,132.184,103.05,98.096,126.616,pdf
4000,7.948481,1.00275,0.00275,0.36225,0.00375,0,127.126,125.264,126.962,128.868,134.058,126.918,121.958,132.734,pdf
4000,6.753498,0.54725,0.04775,0.754,0.0015,0,88.582,96.918,91.622,94.446,113.682,75.51,103.66,70.618,pdf
4000,7.908718,0.98725,0.004,0.37475,0.0025,0,129.966,125.884,123.16,134.696,125.028,127.092,116.408,134.462,pdf
4000,7.225293,0.687,0.0025,0.393,0.02725,0,102.694,98.444,102.354,117.954,109.828,112.9,99.23,102.496,pdf
4000,7.747522,0.898,0.00225,0.35675,0.035,0,132.96,108.192,122.744,129.51,117.098,124.502,129.218,122.788,pdf
4000,7.909283,0.9875,0.004,0.374,0.0025,0,132.352,125.614,122.928,134.694,125.086,127.446,115.98,134.1,pdf
4000,7.414637,0.73725,0.00275,0.34425,0.00275,0,124.896,112.504,113.426,133.984,128.46,125.798,129.454,127.476,pdf
4000,7.866875,0.98275,0.00775,0.44825,0.00275,0,124.138,91.708,125.948,122.962,123.424,130.686,128.646,124.788,pdf
4000,7.944788,1.00275,0.003,0.3575,0.00525,0,134.534,121.276,137.042,128.216,135.122,129.858,117.16,139.348,pdf
4000,7.912288,1.00275,0.00325,0.3585,0.003,0,123.716,130.94,133.472,130.842,143.494,139.506,146.606,136.536,pdf
4000,7.778173,0.935,0.01225,0.488,0.002,0,139.946,99.604,115.802,122.506,124.786,129.936,126.732,85.704,pdf
4000,7.906929,0.98775,0.00375,0.3735,0.00225,0,133.294,123.326,124.072,132.348,126.564,125.664,118.076,133.77,pdf
4000,7.938323,1.00275,0.002,0.388,0.0015,0,127.968,128.348,131.828,136.946,127.524,126.832,127.236,128.332,pdf
4000,7.914737,1.00275,0.00175,0.356,0.0005,0,134.074,138.858,141.456,136.586,133.836,142.588,135.654,136.184,pdf
4000,7.823033,0.93425,0.01225,0.478,0.00425,0,129.554,132.654,92.644,129.756,126.602,92.764,125.382,126.076,pdf
4000,7.951797,1.00275,0.00425,0.3835,0.0025,0,118.72,129.386,123.598,127.558,124.944,128.924,123.66,120.212,pdf
4000,7.941495,1.00275,0.004,0.3575,0.0035,0,136.32,129.144,130.594,126.486,128.804,123.962,123.574,128.278,pdf
4000,7.92345,1.00275,0.00375,0.366,0.002,0,138.128,137.718,131.362,137.566,134.22,132.284,137.594,126.13,pdf
4000,7.924544,1.00275,0.00325,0.35725,0.0025,0,146.196,150.858,143.92,135.522,128.37,134.132,126.608,126.734,pdf
4000,7.954363,1.00275,0.0045,0.37925,0.00225,0,123.538,126.614,129.38,127.612,127.924,118.678,126.156,124.46,pdf
4000,7.933014,1.00275,0.0045,0.3755,0.00225,0,128.498,127.284,138.18,136.752,120.532,114.774,131.62,142.826,pdf
4000,7.949147,1.00275,0.003,0.3735,0.005,0,112.948,124.67,121.974,124.102,122.48,131.88,135.996,134.186,pdf
4000,7.303213,0.79575,0.063,0.627,0.001,0,77.344,61.414,73.464,117.146,137.22,139.716,135.158,116.71,pdf
4000,7.948098,1.00275,0.00275,0.3715,0.00275,0,126.308,131.662,126.316,128.518,126.606,133.066,123.94,128.24,pdf
4000,7.916824,0.9935,0.0075,0.43175,0.00275,0,131.05,135.416,124.206,90.296,125.588,129.414,129.936,121.91,pdf
4000,7.892764,1.00275,0.00825,0.36825,0.00375,0,126.198,130.91,134.212,131.284,133.76,142.49,145.464,96.628,pdf
4000,7.89108,0.9965,0.00775,0.43925,0.00175,0,127.96,129.01,99.574,114.076,124.934,132.648,129.93,132.502,pdf
4000,7.949598,1.00275,0.00275,0.382,0.002,0,130.762,125.802,123.948,124.162,128.764,126.97,121.772,130.42,pdf
4000,7.733208,0.92025,0.0315,0.4825,0.0025,0,138.868,140.012,102.474,141.194,85.468,103.946,135.842,123.956,pdf
4000,7.946073,1.00275,0.00375,0.37,0.00075,0,128.86,129.43,135.122,125.708,132.296,129.57,125.43,127.54,pdf
4000,7.852879,0.9635,0.02475,0.44125,0.00275,0,142.18,124.02,115.832,120.87,126.258,126.532,125.18,77.358,pdf
4000,7.948098,1.00275,0.00275,0.3715,0.00275,0,126.308,131.662,126.316,128.518,126.606,133.066,123.94,128.24,pdf
4000,7.907676,0.99725,0.00825,0.42775,0.00375,0,127.306,131.008,87.584,122.442,123.226,126.242,134.126,133.43,pdf
4000,7.941495,1.00275,0.004,0.3575,0.0035,0,136.32,129.144,130.594,126.486,128.804,123.962,123.574,128.278,pdf
4000,7.936245,1.00275,0.00275,0.3695,0.0045,0,124.51,122.49,133.556,122.074,129.292,128.522,125.838,127.406,pdf
4000,7.868164,0.9295,0.00225,0.3615,0.0155,0,120.924,120.922,129.864,134.806,139.064,146.498,130.932,131.282,pdf
4000,7.892525,0.99575,0.00975,0.4385,0.00425,0,122.676,125.12,122.506,94.09,124.856,128.604,126.514,125.336,pdf
4000,7.909133,1.00275,0.00625,0.427,0.0025,0,93.322,122.082,126.632,121.296,128.54,129.82,134.916,136.414,pdf
4000,7.908629,0.98725,0.004,0.37425,0.0025,0,131.364,125.57,123.128,134.548,124.872,127.154,116.37,134.072,pdf
4000,7.669188,0.76625,0.0035,0.3805,0.00225,0,140.446,139.174,136.036,140.598,103.826,124.058,121.48,130.918,pdf
4000,7.794503,0.90625,0.02875,0.49075,0.00175,0,122.482,125.848,96.142,118.832,124.14,126.172,114.804,97.908,pdf
4000,7.906572,0.98775,0.00375,0.37375,0.00225,0,132.968,123.828,123.902,132.038,126.444,125.548,118.914,133.766,pdf
4000,7.944135,1.00275,0.00575,0.385,0.0045,0,122.454,127.966,127.6,117.952,130.636,129.03,122.938,129.142,pdf
4000,7.941443,1.00275,0.0025,0.38675,0.0015,0,128.412,135.338,130.93,126.734,132.492,133.182,130.786,126.268,pdf
4000,7.901372,0.99325,0.0185,0.4085,0.0035,0,136.202,127.416,126.748,96.564,128.858,129.262,127.258,123.592,pdf
4000,7.948203,1.00275,0.00375,0.374,0.004,0,125.988,114.544,124.51,127.43,131.248,128.36,127.468,124.248,pdf
4000,7.901272,0.9995,0.009,0.424,0.0045,0,127.198,126.722,101.346,111.69,130.084,124.886,128.672,132.928,pdf
4000,7.497876,0.8555,0.00425,0.36675,0.0575,0,113.07,106.456,120.67,110.746,114.976,112.694,111.192,112.348,pdf
4000,4.89981,0.30075,0.173,0.94325,0,0,62.996,53.816,67.86,61.652,71.196,54.058,61.526,91.51,pdf
4000,7.933771,1.00275,0.003,0.3735,0.0015,0,146.13,137.174,125.834,118.174,122.016,129.616,139.516,132.592,pdf
4000,7.935712,1.00275,0.0035,0.34575,0.005,0,130.71,121.382,137.504,119.552,139.886,124.89,131.728,123.628,pdf
4000,5.040426,0.15875,0.0235,1,0,0,91.264,91.084,90.668,91.23,92.838,91.474,92.624,93.064,pdf
4000,7.210977,0.679,0.00275,0.39,0.029,0,101.458,99.736,99.678,120.142,107.814,114.06,102.112,97.978,pdf
4000,7.861388,0.97325,0.00225,0.37175,0.005,0,124.988,109.944,131.83,128.372,127.656,134.938,129.294,93.446,pdf
4000,7.949572,1.00275,0.00525,0.3665,0.00275,0,129.714,128.154,127.866,123.778,133.462,127.142,126.378,117.866,pdf
4000,7.942733,1.00275,0.004,0.379,0.0025,0,134.834,125.392,130.504,127.426,132.086,134.144,127.464,126.122,pdf
4000,7.943382,1.00275,0.00325,0.35975,0.0025,0,131.562,135.194,117.71,132.45,124.832,130.644,124.654,128.428,pdf
4000,7.920712,1.00275,0.00425,0.36475,0.00225,0,120.632,126.058,132.368,126.196,136.234,129.136,142.496,130.756,pdf
4000,7.901133,0.996,0.00825,0.42175,0.00375,0,118.1,126.92,120.544,123.922,125.984,128.89,92.546,128.202,pdf
4000,7.898499,1.00275,0.00275,0.35275,0.0025,0,142.918,125.892,136.174,127.126,129.14,130.188,145.772,141.696,pdf
4000,7.905099,1.00275,0.006,0.382,0.00675,0,122.476,109.924,112.266,124.208,113.376,113.858,121.12,129.374,pdf
4000,5.392982,0.21275,0.08625,0.84275,0.06475,0,62.088,73.83,68.58,73.616,73.476,73.348,73.092,72.788,pdf
4000,7.916191,0.9955,0.009,0.43175,0.003,0,127.032,125.464,127.31,124.636,132.192,127.954,90.63,130.448,pdf
4000,7.893834,0.9995,0.00825,0.4365,0.00325,0,127.28,121.888,120.162,125.226,133.01,130.81,126.812,87.016,pdf
4000,7.938075,1.00275,0.003,0.369,0.00725,0,127.692,133.448,124.866,136.768,116.208,117.662,134.182,129.824,pdf
4000,7.412686,0.82475,0.0405,0.618,0.0035,0,119.912,124.966,75.696,110.502,112.046,113.128,83.166,106.292,pdf
4000,7.513462,0.5765,0.00275,0.28925,0.036,0,144.382,133.122,145.052,141.14,133.306,128.468,151.952,151.15,pdf
4000,7.940464,1.00275,0.0025,0.38725,0.0015,0,129.558,134.682,129.654,126.51,133.426,134.446,127.19,127.376,pdf
4000,7.94111,1.00275,0.0055,0.3725,0.0035,0,129.322,138.526,124.348,136.586,126.262,128.532,130.32,117.464,pdf
4000,7.943924,1.00275,0.0025,0.367,0.002,0,143.354,135.43,130.712,124.154,129.9,127.6,126.65,127.966,pdf
4000,7.945723,1.00275,0.0055,0.37825,0.00275,0,123.206,137.21,130.03,123.158,124.366,125.562,125.096,115.662,pdf
4000,7.183825,0.773,0.07475,0.65025,0.001,0,56.74,63.308,66.518,96.34,132.87,127.692,127.138,126.062,pdf
4000,7.437736,0.918,0.00825,0.431,0.0595,0,114.366,100.106,105.81,102.856,105.53,105.412,104.98,72.1,pdf
4000,7.90965,0.98725,0.004,0.374,0.0025,0,130.65,125.764,123.104,134.76,125.95,126.206,116.594,134.374,pdf
4000,7.689879,0.8975,0.014,0.5425,0.0025,0,82.084,116.442,128.588,130.474,131.6,126.152,126.442,86.502,pdf
4000,7.942266,1.00275,0.0035,0.37675,0.00375,0,129.912,125.61,123.308,129.39,128.768,119.368,130.4,122.234,pdf
4000,7.922732,1.00275,0.0045,0.35525,0.0065,0,132.676,132.348,129.616,134.758,134.374,136.166,141.044,141.918,pdf
4000,7.949849,1.00275,0.0025,0.37175,0.00375,0,126.664,130.064,126.36,126.742,125.83,126.732,129.816,125.052,pdf
4000,7.939924,0.9985,0.0045,0.3895,0.003,0,133.214,128.106,126.968,129.942,128.86,126.572,122.382,128.486,pdf
4000,6.485852,0.569,0.09775,0.80375,0.00075,0,74.684,75.466,62.054,65.812,122.62,118.502,81.832,78.328,pdf
4000,7.904637,0.98175,0.004,0.38,0.0065,0,130.11,120.62,123.452,125.492,127.798,128.646,115.988,126.608,pdf
4000,7.825656,0.946,0.011,0.47625,0.003,0,128.192,124.624,92.732,126.68,127.864,121.486,128.174,98.064,pdf
4000,7.944304,1.00275,0.00375,0.371,0.00125,0,125.794,128.766,122.14,127.03,121.494,130.564,126.894,127.962,pdf
4000,7.940129,1.00275,0.00475,0.377,0.0025,0,129.406,127.066,124.738,123.592,131.092,123.85,126.436,127.424,pdf
4000,7.92941,0.971,0.00675,0.39775,0.004,0,120.306,129.526,122.756,118.91,131.414,125.198,118.424,129.29,pdf
4000,7.863835,0.96675,0.0245,0.43075,0.00525,0,137.754,120.524,127.03,126.072,96.886,125.28,119.074,115.292,pdf
4000,7.92345,1.00275,0.00375,0.366,0.002,0,138.128,137.718,131.362,137.566,134.22,132.284,137.594,126.13,pdf
4000,7.905312,0.997,0.00825,0.4295,0.00375,0,130.856,81.91,129.162,129.102,121.696,124.508,125.472,133.176,pdf
4000,7.807044,1.0015,0.002,0.34,0.01125,0,138.674,139.234,138.166,140.67,142.428,145.188,135.368,140.594,pdf
4000,7.953542,1.00275,0.003,0.38,0.00625,0,133.448,123.47,122.704,128.574,131.994,127.658,121.292,125.12,pdf
4000,7.943374,1.00275,0.00275,0.37325,0.00375,0,123.62,122.636,122.032,131.018,126.86,127.458,131.828,125.954,pdf
4000,7.901039,0.9945,0.01,0.4385,0.00375,0,131.442,123.334,133.232,109.668,100.224,123.46,130.858,133.05,pdf
4000,7.929465,0.99775,0.008,0.40575,0.00425,0,122.746,130.116,127.304,131.54,127.198,127.37,126.536,99.814,pdf
4000,7.940129,1.00275,0.00475,0.377,0.0025,0,129.406,127.066,124.738,123.592,131.092,123.85,126.436,127.424,pdf
4000,7.878143,0.999,0.00225,0.33825,0.016,0,134.436,130.568,130.286,132.962,136.928,134.542,138.274,138.04,pdf
4000,7.605042,0.81775,0.012,0.4595,0.006,0,75.726,124.962,74.014,122.338,102.742,110.016,89.49,99.548,dll
4000,7.582985,0.8045,0.00975,0.47225,0.0065,0,102.056,95.766,96.37,104.172,119.968,74.432,120.872,76.072,dll
4000,7.675681,0.8315,0.0085,0.46025,0.00525,0,118.88,88.81,108.668,96.478,98.504,93.918,109.846,116.966,dll
4000,7.571677,0.7935,0.01,0.4725,0.0055,0,91.142,106.528,98.204,97.22,95.432,107.696,117.916,78.048,dll
4000,7.637728,0.82875,0.0095,0.4595,0.005,0,96.19,97.036,102.772,125.882,70.634,120.952,76.228,125.898,dll
4000,5.825542,0.433,0.00575,0.2875,0.1205,0,110.846,110.844,100.042,96.042,104.98,106.234,100.302,100.36,dll
4000,7.656126,0.82925,0.009,0.46275,0.006,0,125.246,73.058,123.01,98.342,102.856,90.634,98.39,102.928,dll
4000,6.005001,0.47975,0.009,0.3465,0.131,0,94.98,99.07,96.362,92.404,88.732,98.182,91.85,92.292,dll
4000,7.584617,0.8045,0.00975,0.472,0.006,0,102.056,95.766,96.37,104.172,123.618,74.898,120.872,76.072,dll
4000,6.229478,0.805,0.0355,0.293,0.08725,0,43.836,46.628,43.924,47.316,51.126,53.494,52.644,51.598,dll
4000,7.586311,0.80525,0.0105,0.472,0.00625,0,102.056,95.766,96.37,104.176,124.01,77.346,120.926,75.964,dll
4000,6.021353,0.64025,0.00375,0.26375,0.17575,0,111.508,117.266,118.166,90.574,97.294,91.372,82.534,93.812,dll
4000,7.650856,0.82875,0.0085,0.4645,0.006,0,125.246,73.058,123.01,96.064,101.742,90.652,98.33,103.246,dll
4000,7.572157,0.79425,0.01,0.4755,0.0055,0,91.142,106.528,98.204,97.22,95.432,107.692,115.374,78.592,dll
4000,5.434695,0.53925,0.0015,0.24675,0.26675,0,82.506,60.586,73.318,86.778,84.388,79.572,81.854,90.72,dll
4000,7.586897,0.8055,0.0095,0.471,0.006,0,102.056,95.766,96.37,104.172,124.68,76.988,120.872,76.072,dll
