@relation EnigmaDataset

@attribute ngram_1 numeric
@attribute ngram_2 numeric
@attribute ngram_3 numeric
@attribute ngram_4 numeric
@attribute ngram_5 numeric
@attribute ngram_6 numeric
@attribute ngram_7 numeric
@attribute ngram_8 numeric
@attribute ngram_9 numeric
@attribute ngram_10 numeric
@attribute prosecna_udaljenost numeric
@attribute stepen_kompresije numeric
@attribute kolmogorovska_slozenost numeric
@attribute senonova_entropija numeric
@attribute entropija_divergencije numeric
@attribute klasa {k1,k2}

@data
0.001745,0.001745,0.001745,0.001745,0.001745,0.001745,0.001745,0.001745,0.001745,0.001745,42.3,0.847336,1.273737,6.399425,0.799928,k2
0.001783,0.001783,0.001783,0.001783,0.001783,0.001783,0.001783,0.001783,0.001783,0.001783,50.5,0.847475,1.266667,6.412254,0.801532,k1
0.001825,0.001825,0.001825,0.001825,0.001825,0.001825,0.001825,0.001825,0.001825,0.001825,39.636364,0.851515,1.266667,6.415589,0.801949,k2
0.001789,0.001789,0.001789,0.001789,0.001789,0.001789,0.001789,0.001789,0.001789,0.001789,49.222222,0.85041,1.273737,6.424067,0.803008,k1
0.001786,0.001786,0.001786,0.001786,0.001786,0.001786,0.001786,0.001786,0.001786,0.001786,43.636364,0.849385,1.273737,6.405232,0.800654,k2
0.004115,0.004115,0.004115,0.004115,0.004115,0.004115,0.004115,0.004115,0.004115,0.004115,29,0.913486,1.438095,6.286319,0.78579,k1
0.004255,0.004255,0.004255,0.004255,0.004255,0.004255,0.004255,0.004255,0.004255,0.004255,35.3,0.908397,1.438095,6.304246,0.788031,k2
0.00173,0.00173,0.00173,0.00173,0.00173,0.00173,0.00173,0.00173,0.00173,0.00173,48.294118,0.850669,1.280624,6.40928,0.80116,k1
0.003431,0.001715,0.001715,0.001715,0.001715,0.001715,0.001715,0.001715,0.001715,0.001715,44.333333,0.84861,1.280624,6.408657,0.801082,k2
0.001754,0.001754,0.001754,0.001754,0.001754,0.001754,0.001754,0.001754,0.001754,0.001754,45.05,0.85041,1.273737,6.410467,0.801308,k1
0.00354,0.00177,0.00177,0.00177,0.00177,0.00177,0.00177,0.00177,0.00177,0.00177,50.333333,0.849385,1.273737,6.410249,0.801281,k2
0.001706,0.001706,0.001706,0.001706,0.001706,0.001706,0.001706,0.001706,0.001706,0.001706,47.894737,0.84919,1.267244,6.405735,0.800717,k1
0.001789,0.001789,0.001789,0.001789,0.001789,0.001789,0.001789,0.001789,0.001789,0.001789,47.263158,0.848178,1.267244,6.391105,0.798888,k2
0.003384,0.001692,0.001692,0.001692,0.001692,0.001692,0.001692,0.001692,0.001692,0.001692,39.684211,0.846626,1.269024,6.399528,0.799941,k1
0.003466,0.001733,0.001733,0.001733,0.001733,0.001733,0.001733,0.001733,0.001733,0.001733,50.526316,0.851738,1.272054,6.41399,0.801749,k2
0.003448,0.001724,0.001724,0.001724,0.001724,0.001724,0.001724,0.001724,0.001724,0.001724,51.176471,0.851129,1.275902,6.41736,0.80217,k1
0.001848,0.001848,0.001848,0.001848,0.001848,0.001848,0.001848,0.001848,0.001848,0.001848,50.263158,0.847023,1.275902,6.390279,0.798785,k2
0.00189,0.00189,0.00189,0.00189,0.00189,0.00189,0.00189,0.00189,0.00189,0.00189,52.111111,0.849794,1.278788,6.398472,0.799809,k1
0.001754,0.001754,0.001754,0.001754,0.001754,0.001754,0.001754,0.001754,0.001754,0.001754,47.684211,0.847737,1.278788,6.402852,0.800357,k2
0.001704,0.001704,0.001704,0.001704,0.001704,0.001704,0.001704,0.001704,0.001704,0.001704,44.571429,0.852041,1.270707,6.411363,0.80142,k1
0.001742,0.001742,0.001742,0.001742,0.001742,0.001742,0.001742,0.001742,0.001742,0.001742,36.238095,0.852041,1.270707,6.417294,0.802162,k2
0.003617,0.003617,0.001808,0.001808,0.001808,0.001808,0.001808,0.001808,0.001808,0.001808,43.333333,0.851699,1.278604,6.41161,0.801451,k1
0.001789,0.001789,0.001789,0.001789,0.001789,0.001789,0.001789,0.001789,0.001789,0.001789,51.722222,0.850669,1.280624,6.40985,0.801231,k2
0.001754,0.001754,0.001754,0.001754,0.001754,0.001754,0.001754,0.001754,0.001754,0.001754,42.631579,0.849896,1.29899,6.414294,0.801787,k1
0.001919,0.001919,0.001919,0.001919,0.001919,0.001919,0.001919,0.001919,0.001919,0.001919,47.4,0.851967,1.29899,6.412329,0.801541,k2
0.001832,0.001832,0.001832,0.001832,0.001832,0.001832,0.001832,0.001832,0.001832,0.001832,39.95,0.851153,1.26875,6.39462,0.799328,k1
0.001818,0.001818,0.001818,0.001818,0.001818,0.001818,0.001818,0.001818,0.001818,0.001818,38,0.850105,1.26875,6.39829,0.799786,k2
0.003636,0.001818,0.001818,0.001818,0.001818,0.001818,0.001818,0.001818,0.001818,0.001818,52.647059,0.848485,1.266667,6.424329,0.803041,k1
0.003425,0.001712,0.001712,0.001712,0.001712,0.001712,0.001712,0.001712,0.001712,0.001712,52.055556,0.848485,1.266667,6.411348,0.801418,k2
0.003546,0.001773,0.001773,0.001773,0.001773,0.001773,0.001773,0.001773,0.001773,0.001773,55.9375,0.852342,1.269605,6.428509,0.803564,k1
0.001799,0.001799,0.001799,0.001799,0.001799,0.001799,0.001799,0.001799,0.001799,0.001799,31.777778,0.846232,1.269605,6.396897,0.799612,k2
0.003781,0.00189,0.00189,0.00189,0.00189,0.00189,0.00189,0.00189,0.00189,0.00189,42.47619,0.848075,1.50101,6.40684,0.800855,k1
0.001835,0.001835,0.001835,0.001835,0.001835,0.001835,0.001835,0.001835,0.001835,0.001835,47.789474,0.851197,1.50101,6.413556,0.801694,k2
0.00177,0.00177,0.00177,0.00177,0.00177,0.00177,0.00177,0.00177,0.00177,0.00177,46.111111,0.851393,1.285522,6.417028,0.802128,k1
0.001751,0.001751,0.001751,0.001751,0.001751,0.001751,0.001751,0.001751,0.001751,0.001751,48.277778,0.848297,1.285522,6.405895,0.800737,k2
0.003527,0.001764,0.001764,0.001764,0.001764,0.001764,0.001764,0.001764,0.001764,0.001764,44.619048,0.850731,1.267262,6.387622,0.798453,k1
0.001745,0.001745,0.001745,0.001745,0.001745,0.001745,0.001745,0.001745,0.001745,0.001745,47.888889,0.849687,1.265179,6.403938,0.800492,k2
0.003401,0.001701,0.001701,0.001701,0.001701,0.001701,0.001701,0.001701,0.001701,0.001701,50.578947,0.847959,1.270707,6.40848,0.80106,k1
0.003552,0.001776,0.001776,0.001776,0.001776,0.001776,0.001776,0.001776,0.001776,0.001776,49.789474,0.85102,1.270707,6.391103,0.798888,k2
0.001776,0.001776,0.001776,0.001776,0.001776,0.001776,0.001776,0.001776,0.001776,0.001776,52.833333,0.850932,1.29899,6.410889,0.801361,k1
0.001795,0.001795,0.001795,0.001795,0.001795,0.001795,0.001795,0.001795,0.001795,0.001795,44.7,0.847826,1.29899,6.408144,0.801018,k2
0.003373,0.001686,0.001686,0.001686,0.001686,0.001686,0.001686,0.001686,0.001686,0.001686,38.708333,0.851891,1.269697,6.39922,0.799903,k1
0.001792,0.001792,0.001792,0.001792,0.001792,0.001792,0.001792,0.001792,0.001792,0.001792,54.117647,0.851891,1.269697,6.418945,0.802368,k2
0.002933,0.002933,0.002933,0.002933,0.002933,0.002933,0.002933,0.002933,0.002933,0.002933,37.866667,0.872757,1.283272,6.382648,0.797831,k1
0.002959,0.002959,0.002959,0.002959,0.002959,0.002959,0.002959,0.002959,0.002959,0.002959,39.615385,0.877651,1.283272,6.375296,0.796912,k2
0.001709,0.001709,0.001709,0.001709,0.001709,0.001709,0.001709,0.001709,0.001709,0.001709,38.208333,0.847011,1.267565,6.396759,0.799595,k1
0.001642,0.001642,0.001642,0.001642,0.001642,0.001642,0.001642,0.001642,0.001642,0.001642,54,0.847011,1.267565,6.408444,0.801056,k2
0.001721,0.001721,0.001721,0.001721,0.001721,0.001721,0.001721,0.001721,0.001721,0.001721,50.111111,0.849899,1.26791,6.402323,0.80029,k1
0.001701,0.001701,0.001701,0.001701,0.001701,0.001701,0.001701,0.001701,0.001701,0.001701,49.631579,0.849899,1.26791,6.425774,0.803222,k2
0.001838,0.001838,0.001838,0.001838,0.001838,0.001838,0.001838,0.001838,0.001838,0.001838,43.772727,0.846939,1.270707,6.39616,0.79952,k1
0.001706,0.001706,0.001706,0.001706,0.001706,0.001706,0.001706,0.001706,0.001706,0.001706,60.75,0.853061,1.270707,6.428288,0.803536,k2
0.001789,0.001789,0.001789,0.001789,0.001789,0.001789,0.001789,0.001789,0.001789,0.001789,47.555556,0.846392,1.282828,6.392409,0.799051,k1
0.001815,0.001815,0.001815,0.001815,0.001815,0.001815,0.001815,0.001815,0.001815,0.001815,51.055556,0.851546,1.282828,6.416774,0.802097,k2
0.003466,0.003466,0.001733,0.001733,0.001733,0.001733,0.001733,0.001733,0.001733,0.001733,53,0.849095,1.317647,6.400312,0.800039,k1
0.003604,0.003604,0.001802,0.001802,0.001802,0.001802,0.001802,0.001802,0.001802,0.001802,47.833333,0.851107,1.317647,6.413384,0.801673,k2
0.001706,0.001706,0.001706,0.001706,0.001706,0.001706,0.001706,0.001706,0.001706,0.001706,43.75,0.850305,1.269605,6.395392,0.799424,k1
0.003509,0.001754,0.001754,0.001754,0.001754,0.001754,0.001754,0.001754,0.001754,0.001754,41.611111,0.847251,1.269605,6.409899,0.801237,k2
0.002137,0.002137,0.002137,0.002137,0.002137,0.002137,0.002137,0.002137,0.002137,0.002137,39.294118,0.859974,1.300366,6.36017,0.795021,k1
0.004415,0.002208,0.002208,0.002208,0.002208,0.002208,0.002208,0.002208,0.002208,0.002208,53.461538,0.859974,1.300366,6.395776,0.799472,k2
0.001812,0.001812,0.001812,0.001812,0.001812,0.001812,0.001812,0.001812,0.001812,0.001812,50.333333,0.854359,1.274747,6.413459,0.801682,k1
0.003454,0.001727,0.001727,0.001727,0.001727,0.001727,0.001727,0.001727,0.001727,0.001727,39.5,0.850256,1.274747,6.417133,0.802142,k2
0.001712,0.001712,0.001712,0.001712,0.001712,0.001712,0.001712,0.001712,0.001712,0.001712,36.26087,0.852041,1.270707,6.423277,0.80291,k1
0.001712,0.001712,0.001712,0.001712,0.001712,0.001712,0.001712,0.001712,0.001712,0.001712,45.166667,0.84898,1.270707,6.420958,0.80262,k2
0.001642,0.001642,0.001642,0.001642,0.001642,0.001642,0.001642,0.001642,0.001642,0.001642,44.045455,0.848884,1.26791,6.386345,0.798293,k1
0.003503,0.001751,0.001751,0.001751,0.001751,0.001751,0.001751,0.001751,0.001751,0.001751,43.947368,0.846856,1.26791,6.393597,0.7992,k2
0.003724,0.001862,0.001862,0.001862,0.001862,0.001862,0.001862,0.001862,0.001862,0.001862,48.111111,0.850207,1.288889,6.398671,0.799834,k1
0.001736,0.001736,0.001736,0.001736,0.001736,0.001736,0.001736,0.001736,0.001736,0.001736,45.277778,0.850207,1.288889,6.41496,0.80187,k2
0.001748,0.001748,0.001748,0.001748,0.001748,0.001748,0.001748,0.001748,0.001748,0.001748,45.05,0.84898,1.270707,6.410396,0.801299,k1
0.001789,0.001789,0.001789,0.001789,0.001789,0.001789,0.001789,0.001789,0.001789,0.001789,45.952381,0.847959,1.270707,6.400404,0.80005,k2
0.003472,0.001736,0.001736,0.001736,0.001736,0.001736,0.001736,0.001736,0.001736,0.001736,47.473684,0.848297,1.285522,6.407651,0.800956,k1
0.001789,0.001789,0.001789,0.001789,0.001789,0.001789,0.001789,0.001789,0.001789,0.001789,45.388889,0.849329,1.285522,6.414527,0.801816,k2
0.002049,0.002049,0.002049,0.002049,0.002049,0.002049,0.002049,0.002049,0.002049,0.002049,43.764706,0.85567,1.346667,6.403348,0.800418,k1
0.001953,0.001953,0.001953,0.001953,0.001953,0.001953,0.001953,0.001953,0.001953,0.001953,47.411765,0.852234,1.346667,6.41324,0.801655,k2
0.001645,0.001645,0.001645,0.001645,0.001645,0.001645,0.001645,0.001645,0.001645,0.001645,52.277778,0.849134,1.27013,6.398124,0.799766,k1
0.001783,0.001783,0.001783,0.001783,0.001783,0.001783,0.001783,0.001783,0.001783,0.001783,41.894737,0.849134,1.27013,6.413247,0.801656,k2
0.003521,0.001761,0.001761,0.001761,0.001761,0.001761,0.001761,0.001761,0.001761,0.001761,45.736842,0.848671,1.272054,6.413932,0.801741,k1
0.00177,0.00177,0.00177,0.00177,0.00177,0.00177,0.00177,0.00177,0.00177,0.00177,46.45,0.848671,1.272054,6.407751,0.800969,k2
0.001783,0.001783,0.001783,0.001783,0.001783,0.001783,0.001783,0.001783,0.001783,0.001783,48.526316,0.853909,1.278788,6.420743,0.802593,k1
0.003559,0.001779,0.001779,0.001779,0.001779,0.001779,0.001779,0.001779,0.001779,0.001779,41.05,0.850823,1.278788,6.413107,0.801638,k2
0.001715,0.001715,0.001715,0.001715,0.001715,0.001715,0.001715,0.001715,0.001715,0.001715,46.684211,0.849287,1.269605,6.393051,0.799131,k1
0.003478,0.001739,0.001739,0.001739,0.001739,0.001739,0.001739,0.001739,0.001739,0.001739,44.352941,0.849287,1.267585,6.430048,0.803756,k2
0.003914,0.001957,0.001957,0.001957,0.001957,0.001957,0.001957,0.001957,0.001957,0.001957,55.352941,0.844512,1.268687,6.403088,0.800386,k1
0.003466,0.001733,0.001733,0.001733,0.001733,0.001733,0.001733,0.001733,0.001733,0.001733,45.157895,0.851626,1.268687,6.416978,0.802122,k2
0.002004,0.002004,0.002004,0.002004,0.002004,0.002004,0.002004,0.002004,0.002004,0.002004,43.833333,0.852941,1.285057,6.409858,0.801232,k1
0.001961,0.001961,0.001961,0.001961,0.001961,0.001961,0.001961,0.001961,0.001961,0.001961,41.85,0.855294,1.285057,6.381279,0.79766,k2
0.001808,0.001808,0.001808,0.001808,0.001808,0.001808,0.001808,0.001808,0.001808,0.001808,46.052632,0.851365,1.266945,6.40648,0.80081,k1
0.00354,0.00177,0.00177,0.00177,0.00177,0.00177,0.00177,0.00177,0.00177,0.00177,49.578947,0.847321,1.266945,6.399972,0.799997,k2
0.001686,0.001686,0.001686,0.001686,0.001686,0.001686,0.001686,0.001686,0.001686,0.001686,42.15,0.848114,1.27013,6.403889,0.800486,k1
0.001712,0.001712,0.001712,0.001712,0.001712,0.001712,0.001712,0.001712,0.001712,0.001712,44.578947,0.849134,1.27013,6.401067,0.800133,k2
0.001795,0.001795,0.001795,0.001795,0.001795,0.001795,0.001795,0.001795,0.001795,0.001795,47.05,0.849385,1.273737,6.411857,0.801482,k1
0.001855,0.001855,0.001855,0.001855,0.001855,0.001855,0.001855,0.001855,0.001855,0.001855,37.227273,0.847336,1.273737,6.375609,0.796951,k2
0.001724,0.001724,0.001724,0.001724,0.001724,0.001724,0.001724,0.001724,0.001724,0.001724,52.411765,0.853535,1.266667,6.424855,0.803107,k1
0.001767,0.001767,0.001767,0.001767,0.001767,0.001767,0.001767,0.001767,0.001767,0.001767,40.238095,0.849495,1.266667,6.411179,0.801397,k2
0.003401,0.001701,0.001701,0.001701,0.001701,0.001701,0.001701,0.001701,0.001701,0.001701,51.157895,0.846386,1.298039,6.407341,0.800918,k1
0.003436,0.001718,0.001718,0.001718,0.001718,0.001718,0.001718,0.001718,0.001718,0.001718,50,0.848394,1.298039,6.420586,0.802573,k2
0.003663,0.001832,0.001832,0.001832,0.001832,0.001832,0.001832,0.001832,0.001832,0.001832,52.588235,0.85,1.270707,6.417804,0.802226,k1
0.001802,0.001802,0.001802,0.001802,0.001802,0.001802,0.001802,0.001802,0.001802,0.001802,51.833333,0.85102,1.270707,6.419491,0.802436,k2
0.006944,0.006944,0.006944,0.006944,0.006944,0.006944,0.006944,0.006944,0.006944,0.006944,26,0.948905,1.44,6.160946,0.770118,k1
0.006452,0.006452,0.006452,0.006452,0.006452,0.006452,0.006452,0.006452,0.006452,0.006452,38.4,0.956204,1.44,6.240528,0.780066,k2
0.001883,0.001883,0.001883,0.001883,0.001883,0.001883,0.001883,0.001883,0.001883,0.001883,49.944444,0.850777,1.307071,6.424882,0.80311,k1
0.001855,0.001855,0.001855,0.001855,0.001855,0.001855,0.001855,0.001855,0.001855,0.001855,44.157895,0.851813,1.307071,6.400405,0.800051,k2
0.003584,0.001792,0.001792,0.001792,0.001792,0.001792,0.001792,0.001792,0.001792,0.001792,50.5,0.848825,1.271345,6.4167,0.802087,k1
0.003484,0.001742,0.001742,0.001742,0.001742,0.001742,0.001742,0.001742,0.001742,0.001742,46.222222,0.848825,1.271345,6.417753,0.802219,k2
0.001712,0.001712,0.001712,0.001712,0.001712,0.001712,0.001712,0.001712,0.001712,0.001712,51.0625,0.852729,1.280624,6.416317,0.80204,k1
0.001767,0.001767,0.001767,0.001767,0.001767,0.001767,0.001767,0.001767,0.001767,0.001767,55.705882,0.84964,1.280624,6.410079,0.80126,k2
0.003484,0.001742,0.001742,0.001742,0.001742,0.001742,0.001742,0.001742,0.001742,0.001742,51.555556,0.849794,1.278788,6.409598,0.8012,k1
0.001715,0.001715,0.001715,0.001715,0.001715,0.001715,0.001715,0.001715,0.001715,0.001715,50.352941,0.850823,1.278788,6.42634,0.803292,k2
0.004902,0.004902,0.004902,0.004902,0.004902,0.004902,0.004902,0.004902,0.004902,0.004902,27.272727,0.919668,1.861538,6.25276,0.781595,k1
0.004386,0.004386,0.004386,0.004386,0.004386,0.004386,0.004386,0.004386,0.004386,0.004386,33.777778,0.914127,1.861538,6.266623,0.783328,k2
0.001751,0.001751,0.001751,0.001751,0.001751,0.001751,0.001751,0.001751,0.001751,0.001751,45.2,0.847406,1.269126,6.397348,0.799668,k1
0.001779,0.001779,0.001779,0.001779,0.001779,0.001779,0.001779,0.001779,0.001779,0.001779,43.136364,0.848423,1.269126,6.392284,0.799035,k2
0.001818,0.001818,0.001818,0.001818,0.001818,0.001818,0.001818,0.001818,0.001818,0.001818,41.047619,0.848577,1.268687,6.391036,0.79888,k1
0.001678,0.001678,0.001678,0.001678,0.001678,0.001678,0.001678,0.001678,0.001678,0.001678,44.363636,0.85061,1.268687,6.39939,0.799924,k2
0.003559,0.003559,0.001779,0.001779,0.001779,0.001779,0.001779,0.001779,0.001779,0.001779,42.7,0.851086,1.293218,6.392675,0.799084,k1
0.003766,0.001883,0.001883,0.001883,0.001883,0.001883,0.001883,0.001883,0.001883,0.001883,52.277778,0.846949,1.293218,6.396022,0.799503,k2
0.001802,0.001802,0.001802,0.001802,0.001802,0.001802,0.001802,0.001802,0.001802,0.001802,49.388889,0.850467,1.339394,6.416457,0.802057,k1
0.001684,0.001684,0.001684,0.001684,0.001684,0.001684,0.001684,0.001684,0.001684,0.001684,49.684211,0.852544,1.339394,6.412789,0.801599,k2
0.001718,0.001718,0.001718,0.001718,0.001718,0.001718,0.001718,0.001718,0.001718,0.001718,53.6875,0.85102,1.270707,6.429838,0.80373,k1
0.001919,0.001919,0.001919,0.001919,0.001919,0.001919,0.001919,0.001919,0.001919,0.001919,43.736842,0.85102,1.270707,6.422244,0.802781,k2
0.001825,0.001825,0.001825,0.001825,0.001825,0.001825,0.001825,0.001825,0.001825,0.001825,48.105263,0.849798,1.376471,6.406212,0.800777,k1
0.001786,0.001786,0.001786,0.001786,0.001786,0.001786,0.001786,0.001786,0.001786,0.001786,50.444444,0.84879,1.376471,6.412368,0.801546,k2
0.006154,0.003077,0.003077,0.003077,0.003077,0.003077,0.003077,0.003077,0.003077,0.003077,38.833333,0.880071,1.268226,6.377772,0.797221,k1
0.00303,0.00303,0.00303,0.00303,0.00303,0.00303,0.00303,0.00303,0.00303,0.00303,40.333333,0.880071,1.268226,6.359851,0.794981,k2
0.001848,0.001848,0.001848,0.001848,0.001848,0.001848,0.001848,0.001848,0.001848,0.001848,41.043478,0.850051,1.267565,6.400469,0.800059,k1
0.003521,0.003521,0.001761,0.001761,0.001761,0.001761,0.001761,0.001761,0.001761,0.001761,45.5,0.848024,1.267565,6.413614,0.801702,k2
0.003384,0.001692,0.001692,0.001692,0.001692,0.001692,0.001692,0.001692,0.001692,0.001692,54.352941,0.851324,1.269605,6.406074,0.800759,k1
0.001764,0.001764,0.001764,0.001764,0.001764,0.001764,0.001764,0.001764,0.001764,0.001764,54.222222,0.850305,1.269605,6.433335,0.804167,k2
0.003711,0.001855,0.001855,0.001855,0.001855,0.001855,0.001855,0.001855,0.001855,0.001855,50.315789,0.852156,1.275902,6.416641,0.80208,k1
0.001852,0.001852,0.001852,0.001852,0.001852,0.001852,0.001852,0.001852,0.001852,0.001852,44.421053,0.849076,1.275902,6.408343,0.801043,k2
0.001739,0.001739,0.001739,0.001739,0.001739,0.001739,0.001739,0.001739,0.001739,0.001739,48.05,0.848577,1.268687,6.399723,0.799965,k1
0.001686,0.001686,0.001686,0.001686,0.001686,0.001686,0.001686,0.001686,0.001686,0.001686,44.904762,0.849593,1.268687,6.395255,0.799407,k2
0.001828,0.001828,0.001828,0.001828,0.001828,0.001828,0.001828,0.001828,0.001828,0.001828,45.368421,0.851852,1.278788,6.411569,0.801446,k1
0.001751,0.001751,0.001751,0.001751,0.001751,0.001751,0.001751,0.001751,0.001751,0.001751,41.789474,0.848765,1.278788,6.408514,0.801064,k2
0.001739,0.001739,0.001739,0.001739,0.001739,0.001739,0.001739,0.001739,0.001739,0.001739,46.55,0.848394,1.298039,6.396139,0.799517,k1
0.001706,0.001706,0.001706,0.001706,0.001706,0.001706,0.001706,0.001706,0.001706,0.001706,47.555556,0.850402,1.298039,6.427744,0.803468,k2
0.001786,0.001786,0.001786,0.001786,0.001786,0.001786,0.001786,0.001786,0.001786,0.001786,56.5625,0.850538,1.266667,6.409785,0.801223,k1
0.003604,0.001802,0.001802,0.001802,0.001802,0.001802,0.001802,0.001802,0.001802,0.001802,46.894737,0.851613,1.266667,6.41549,0.801936,k2
0.003578,0.001789,0.001789,0.001789,0.001789,0.001789,0.001789,0.001789,0.001789,0.001789,55.235294,0.849272,1.379798,6.41685,0.802106,k1
0.001773,0.001773,0.001773,0.001773,0.001773,0.001773,0.001773,0.001773,0.001773,0.001773,47.526316,0.850312,1.379798,6.409813,0.801227,k2
0.003559,0.001779,0.001779,0.001779,0.001779,0.001779,0.001779,0.001779,0.001779,0.001779,45.947368,0.848548,1.319192,6.410533,0.801317,k1
0.001721,0.001721,0.001721,0.001721,0.001721,0.001721,0.001721,0.001721,0.001721,0.001721,50.210526,0.850622,1.319192,6.412032,0.801504,k2
0.001832,0.001832,0.001832,0.001832,0.001832,0.001832,0.001832,0.001832,0.001832,0.001832,42.272727,0.853306,1.288889,6.413462,0.801683,k1
0.001795,0.001795,0.001795,0.001795,0.001795,0.001795,0.001795,0.001795,0.001795,0.001795,43.4,0.850207,1.288889,6.394428,0.799304,k2
0.001808,0.001808,0.001808,0.001808,0.001808,0.001808,0.001808,0.001808,0.001808,0.001808,47.611111,0.849018,1.293218,6.412328,0.801541,k1
0.00173,0.00173,0.00173,0.00173,0.00173,0.00173,0.00173,0.00173,0.00173,0.00173,51.117647,0.851086,1.293218,6.422949,0.802869,k2
0.003454,0.001727,0.001727,0.001727,0.001727,0.001727,0.001727,0.001727,0.001727,0.001727,47.578947,0.84944,1.269126,6.424769,0.803096,k1
0.003484,0.001742,0.001742,0.001742,0.001742,0.001742,0.001742,0.001742,0.001742,0.001742,51.882353,0.848423,1.269126,6.416699,0.802087,k2
0.001739,0.001739,0.001739,0.001739,0.001739,0.001739,0.001739,0.001739,0.001739,0.001739,38.954545,0.847782,1.376471,6.396963,0.79962,k1
0.001754,0.001754,0.001754,0.001754,0.001754,0.001754,0.001754,0.001754,0.001754,0.001754,46.894737,0.84879,1.376471,6.408,0.801,k2
0.001805,0.001805,0.001805,0.001805,0.001805,0.001805,0.001805,0.001805,0.001805,0.001805,46.5,0.850103,1.275902,6.404691,0.800586,k1
0.001792,0.001792,0.001792,0.001792,0.001792,0.001792,0.001792,0.001792,0.001792,0.001792,53.388889,0.847023,1.275902,6.408197,0.801025,k2
0.006993,0.006993,0.006993,0.006993,0.006993,0.006993,0.006993,0.006993,0.006993,0.006993,33,0.971074,1.681481,6.137791,0.767224,k1
0.007092,0.007092,0.007092,0.007092,0.007092,0.007092,0.007092,0.007092,0.007092,0.007092,45.2,0.971074,1.681481,6.253741,0.781718,k2
0.001733,0.001733,0.001733,0.001733,0.001733,0.001733,0.001733,0.001733,0.001733,0.001733,50.764706,0.848546,1.292437,6.419369,0.802421,k1
0.001845,0.001845,0.001845,0.001845,0.001845,0.001845,0.001845,0.001845,0.001845,0.001845,43.409091,0.848546,1.292437,6.409794,0.801224,k2
0.001761,0.001761,0.001761,0.001761,0.001761,0.001761,0.001761,0.001761,0.001761,0.001761,46.947368,0.850312,1.379798,6.409875,0.801234,k1
0.003478,0.001739,0.001739,0.001739,0.001739,0.001739,0.001739,0.001739,0.001739,0.001739,40.684211,0.850312,1.379798,6.422683,0.802835,k2
0.001764,0.001764,0.001764,0.001764,0.001764,0.001764,0.001764,0.001764,0.001764,0.001764,51.058824,0.848548,1.319192,6.405736,0.800717,k1
0.001825,0.001825,0.001825,0.001825,0.001825,0.001825,0.001825,0.001825,0.001825,0.001825,48.277778,0.848548,1.319192,6.404957,0.80062,k2
0.001869,0.001869,0.001869,0.001869,0.001869,0.001869,0.001869,0.001869,0.001869,0.001869,44.8,0.849896,1.29899,6.390527,0.798816,k1
0.003425,0.001712,0.001712,0.001712,0.001712,0.001712,0.001712,0.001712,0.001712,0.001712,41.7,0.847826,1.29899,6.408174,0.801022,k2
0.001724,0.001724,0.001724,0.001724,0.001724,0.001724,0.001724,0.001724,0.001724,0.001724,47.55,0.852237,1.50101,6.409848,0.801231,k1
0.003546,0.001773,0.001773,0.001773,0.001773,0.001773,0.001773,0.001773,0.001773,0.001773,48.210526,0.849116,1.50101,6.408434,0.801054,k2
0.001779,0.001779,0.001779,0.001779,0.001779,0.001779,0.001779,0.001779,0.001779,0.001779,55,0.853095,1.269203,6.425847,0.803231,k1
0.001745,0.001745,0.001745,0.001745,0.001745,0.001745,0.001745,0.001745,0.001745,0.001745,47.4,0.849948,1.269203,6.402762,0.800345,k2
0.001745,0.001745,0.001745,0.001745,0.001745,0.001745,0.001745,0.001745,0.001745,0.001745,52.176471,0.848454,1.282828,6.418539,0.802317,k1
0.001783,0.001783,0.001783,0.001783,0.001783,0.001783,0.001783,0.001783,0.001783,0.001783,51.055556,0.848454,1.282828,6.398856,0.799857,k2
0.001828,0.001828,0.001828,0.001828,0.001828,0.001828,0.001828,0.001828,0.001828,0.001828,48.176471,0.846939,1.270707,6.411828,0.801478,k1
0.001779,0.001779,0.001779,0.001779,0.001779,0.001779,0.001779,0.001779,0.001779,0.001779,47.526316,0.84898,1.270707,6.405713,0.800714,k2
0.002674,0.002674,0.002674,0.002674,0.002674,0.002674,0.002674,0.002674,0.002674,0.002674,46,0.86859,1.269841,6.350672,0.793834,k1
0.00266,0.00266,0.00266,0.00266,0.00266,0.00266,0.00266,0.00266,0.00266,0.00266,38.733333,0.870192,1.269841,6.335934,0.791992,k2
0.003527,0.001764,0.001764,0.001764,0.001764,0.001764,0.001764,0.001764,0.001764,0.001764,42.217391,0.848205,1.274747,6.384647,0.798081,k1
0.003472,0.001736,0.001736,0.001736,0.001736,0.001736,0.001736,0.001736,0.001736,0.001736,53.666667,0.853333,1.274747,6.423031,0.802879,k2
0.001825,0.001825,0.001825,0.001825,0.001825,0.001825,0.001825,0.001825,0.001825,0.001825,46.117647,0.848233,1.379798,6.391419,0.798927,k1
0.003643,0.001821,0.001821,0.001821,0.001821,0.001821,0.001821,0.001821,0.001821,0.001821,54.411765,0.85343,1.379798,6.41919,0.802399,k2
0.003478,0.001739,0.001739,0.001739,0.001739,0.001739,0.001739,0.001739,0.001739,0.001739,50.470588,0.849272,1.379798,6.405577,0.800697,k1
0.001852,0.001852,0.001852,0.001852,0.001852,0.001852,0.001852,0.001852,0.001852,0.001852,48.666667,0.850312,1.379798,6.410247,0.801281,k2
